AccessionNumber,ExpeditionKeyword,GlobalID,Taxon,Date,CollectorName,CollectionNumber,OtherCollectors,Provenance,DescriptionOfSpecies,MaterialType,SampledPopulationSize,SampledAreaWidth,SampledAreaLength,SampledAreaUnit,NumberofIndividualsSampled,NumberofSamplesPerIndividual,SamplingMethod,NumberofVouchers,NumberofDNASpecimens,AssociatedSpecies,Country,StateProvince,CountyDistrict,CollectionLocality,LocationDetails,DDLatitude,DDLongitude,GPSAccuracy,Altitude,AltitudeUnit,GeocodeMethod,PropertyOwnershipType,PropertyContactInfo,HabitatGroup,Habitat,SoilTexture,Slope,Exposure,Aspect,PhenologyofPopulation,NotesonHabitatorSoil,OtherCollectionInformation,MotherPlantNum
2017-2979,2017 APGA Grant Trips,,Aesculus parviflora,22-Oct-17,"Chauncey, Jared",73-A,,Wild,"Woody shrub, to 6', rhizomatous, loosely spreading. Specimens in sun in bud, long panicles of white buds.","Division (pups, offsets, etc)",>500,,,,17,1,,3,1,"Liquidambar styraciflua, Trillium sp., Arisaem quinatum, Carya sp., Asarum arifolium (Hexastylis), Acer rubra, Quercus rubra, Carpinous caroliniana, Toxicodendron radicans , parthenocissus quinquefolia, Hydrangea quercifolia, Lonicera japonica, Pinus taed",United States,Alabama,Fayette,Blue Water Creek,"S of Blue Water Creek Road, and past powerline cut into the woods, down to Blue Water Creek",33.65651,-87.43331,,125,Meters,GPS,,,"Woodland, forest and other wooded land",,,,Semi shade,,,"sloping woodland habitat, down to blue water creek.",,AL-FAY-1-1
2017-2980,2017 APGA Grant Trips,,Aesculus parviflora,22-Oct-17,"Chauncey, Jared",73-A,,Wild,"Woody shrub, to 6', rhizomatous, loosely spreading. Specimens in sun in bud, long panicles of white buds.",Seed,>500,,,,1,7,Maternal Lines,3,1,"Liquidambar styraciflua, Trillium sp., Arisaem quinatum, Carya sp., Asarum arifolium (Hexastylis), Acer rubra, Quercus rubra, Carpinous caroliniana, Toxicodendron radicans , parthenocissus quinquefolia, Hydrangea quercifolia, Lonicera japonica, Pinus taed",United States,Alabama,Fayette,Blue Water Creek,"S of Blue Water Creek Road, and past powerline cut into the woods, down to Blue Water Creek",33.65651,-87.43331,,125,Meters,GPS,,,"Woodland, forest and other wooded land",,,,Semi shade,,,"sloping woodland habitat, down to blue water creek.",35 seed found,AL-FAY-1-1
2017-2981,2017 APGA Grant Trips,,Aesculus parviflora,28-Oct-17,"Chauncey, Jared",75-A,,Wild,"Woody shrub to 15', open treelike form, highly floriferous.Forming large rhizomatous clumps 15'x30'. In bud, one blooming, white flower, salmon anthers, faintly sweet smell.",Seed,Nov-50,20,20,meters,3,1,Maternal Lines,,,"Hydrangea arborescens, Passiflora lutea, Carpinus caroliniana, Sanguinaria canadensis, Botrychium sp., Carya sp., Heuchera sp., Lindera Benzoin, Fagus grandiflora, parthenocissus quinquefolia, Quercus montana, Trillium sp. (sessile), Trillium sp. rugellii",United States,Alabama,Blount,Blount Springs,"SW of route 7, near marker 205, across from old sulfur spring",33.90708,-86.79222,,161,Meters,GPS,,,"Woodland, forest and other wooded land",,,15,Semi shade,,,,"On edge of road, flowering population up on top of ridge",AL-BLO-2-2
2017-2989,CCSD collection,,Solidago albopilosa,14-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,>500,150,10,meters,30,,Maternal Lines,0,0,,United States,Kentucky,Powell,EO36A,"Red River Gorge, ca 0.6 air mi SE of Double Arch, in rockhouses to E of Courthouse Rock Trail (036A), and 0.8 air mi SE of Double Arch (036B), GPS on trail 37 49.90N, 083 40.68 W and rockhouse is south (036B) (DMS 37 49 53N 083 40 40W).",37.8303,-83.6757,7,372,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,"Collected from 3 distinc patches - NE, N, NW. The north population is composed of a large numbre of small due to deer browse, little seed production, NW patch inaccessible to deer, strong seed production; NE patch exposed to deer, had plants at base of ro",
2017-2990,CCSD collection,,Solidago albopilosa,14-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,51-100,50,3,meters,20,,Maternal Lines,,,,United States,Kentucky,Powell,EO22F,"""Red River Gorge, ca 500-600 m NE of Star Gap Arch at headwaters of Star Gap Branch under sandstone cliffline in numerous rock overhangs; rockwalls and overhangs in the drainage S. of Star Gap, near Tunnel Ridge Rd (22G) and W along cliffline (22F).
""",37.82028,-83.69184,15,365,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,,
2017-2991,CCSD collection,,Solidago albopilosa,14-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,100,10,meters,30,,Maternal Lines,,,,United States,Kentucky,Powell,EO36B,"Red River Gorge, ca 0.6 air mi SE of Double Arch, in rockhouses to E of Courthouse Rock Trail (036A), and 0.8 air mi SE of Double Arch (036B), GPS on trail 37 49.90N, 083 40.68 W and rockhouse is south (036B) (DMS 37 49 53N 083 40 40W).",37.82853,-83.67887,5,340,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,,
2017-2992,CCSD collection,,Solidago albopilosa,14-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,>500,200,5,meters,30,,Maternal Lines,,,,United States,Kentucky,Powell,EO4A,"Red River Gorge, N of Tunnel Ridge Road at head of ravine just W of Auxier Ridge Trail (004A); Tunnel Ridge Rd, ca 1000 ft NW of Nada Tunnel at head of small hollow (004B); SW of Auxier Ridge and parking lot near head of ravine; N of Tunnel Ridge Road (0",37.82139,-83.68361,,,,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,,
2017-2993,CCSD collection,,Solidago albopilosa,14-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,50,3,meters,30,,Maternal Lines,,,,United States,Kentucky,Powell,EO3A,"Red River Gorge, End of Tunnel Ridge Rd, Down steps to Double Arch, rockhouse and cliff base to E (003A) and W of Tunnel Ridge Rd (003B).",37.83081,-83.68639,,396,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,"No bulk collected, collected from inside and outsdie of fence.",
2017-2994,CCSD collection,,Solidago albopilosa,14-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,75,3,meters,30,,Maternal Lines,,,,United States,Kentucky,Powell,EO22G,"Red River Gorge, ca 500-600 m NE of Star Gap Arch at headwaters of Star Gap Branch under sandstone cliffline in numerous rock overhangs; rockwalls and overhangs in the drainage S. of Star Gap, near Tunnel Ridge Rd (22G) and W along cliffline (22F).",37.82118,-83.69035,,365,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,Plants scattered in 3 distinct patches going downslope.,
2017-2995,CCSD collection,,Solidago albopilosa,14-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,40,3,meters,30,,Maternal Lines,,,,United States,Kentucky,Menifee,EO18A,"N-facing upper level small rockhouse, ca 50 ft NE of Tunnel Ridge Road and large rockhouse to the w a 100 ft,  both at the head of drainage.",37.875,-83.67083,,,,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,Entire collection inside fenced areas; no bulk collection,
2017-2996,CCSD collection,,Solidago albopilosa,15-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,75,8,meters,30,,Maternal Lines,,,,United States,Kentucky,Powell,EO23E,"Red River Gorge, in rockhouses in hollow containing headwaters of Clear Branch (023B, 023D, 023E) and lower  W part of the ravine. Two rock shelters, one large, one smaller to SW (023C). SSE of Pinchem Tight Trailhead (023A), mid ravine on W side (023F).",37.80516,-83.65742,15,415,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,Very robust population with strong seed production.,
2017-2997,CCSD collection,,Solidago albopilosa,15-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,60,5,meters,16,,Maternal Lines,,,,United States,Kentucky,Powell,EO23B,"Red River Gorge, in rockhouses in hollow containing headwaters of Clear Branch (023B, 023D, 023E) and lower  W part of the ravine. Two rock shelters, one large, one smaller to SW (023C). SSE of Pinchem Tight Trailhead (023A), mid ravine on W side (023F).",37.80451,-83.65544,10,390,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,No bulk collected,
2017-2998,CCSD collection,,Solidago albopilosa,15-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,100,5,meters,30,,Maternal Lines,,,,United States,Kentucky,Powell,EO54A,"Red River Gorge ca 0.32 air mi NNE of jct Tunnel Ridge Rd and KY 15, in two N to NE facing rockhouses ca 0.1 air mi E of Tunnel Ridge Rd.",37.80117,-83.65099,20,355,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,"No bulk collected, fruit production low",
2017-2999,CCSD collection,,Solidago albopilosa,15-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,65,10,meters,15,,Maternal Lines,,,,United States,Kentucky,Powell,EO54B,"Red River Gorge ca 0.32 air mi NNE of jct Tunnel Ridge Rd and KY 15, in two N to NE facing rockhouses ca 0.1 air mi E of Tunnel Ridge Rd.",37.80191,-83.65179,10,610,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,"No bulk collected; overall low seed production, plants look unhealthy.",
2017-3000,CCSD collection,,Solidago albopilosa,16-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,75,10,meters,30,,Maternal Lines,,,,United States,Kentucky,Menifee,EO50B,"At head of ravines on E and W side of Sal Branch, accessed from stream at ravine base.",37.83548,-83.59191,20,360,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,No bulk collected; collected from two large patches on very steep slope. Difficult to access sum patches due to extreme slope steepness,
2017-3001,CCSD collection,,Solidago albopilosa,16-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,50,5,meters,30,,Maternal Lines,,,,United States,Kentucky,Menifee,EO47C,"Bell Branch (047A-D); 047 D on small E facing rockhouse, 047 C on first trib to the W,  and 047 A in head of Bell Branch with SE facing large rockhouse; 047 B on first trib to the E of Bell Branch with SW facing large rockhouse.",37.83452,-83.6032,10,380,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,No bulk collected; collected from 3 distinct patches,
2017-3002,CCSD collection,,Solidago albopilosa,16-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,>500,50,10,meters,30,,Maternal Lines,,,,United States,Kentucky,Menifee,EO47A,"Bell Branch (047A-D); 047 D on small E facing rockhouse, 047 C on first trib to the W,  and 047 A in head of Bell Branch with SE facing large rockhouse; 047 B on first trib to the E of Bell Branch with SW facing large rockhouse.",37.83627,-83.6012,15,310,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,Bulk collected; large robust population with excellent seed production.,
2017-3003,CCSD collection,,Solidago albopilosa,16-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,25,15,meters,30,,Maternal Lines,,,,United States,Kentucky,Menifee,EO50A,"At head of ravines on E and W side of Sal Branch, accessed from stream at ravine base.",37.835,-83.59489,15,310,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,No bulk collection; collected seed from lower shelf because upper shelf was inaccessible.,
2017-3004,CCSD collection,,Solidago albopilosa,16-Nov-17,Matthew Albrecht,,Quinn Long,Wild,,Seed,101-500,200,10,meters,30,,Maternal Lines,,,,United States,Kentucky,Menifee,EO50E,"At head of ravines on E and W side of Sal Branch, accessed from stream at ravine base.",37.8373,-83.59537,20,320,Meters,GPS,Federal-USFS,USFS. Daniel Boone National Forest.,"Woodland, forest and other wooded land",Mixed deciduous and coniferous woodland,,>60,Shade,,,Sandstone Rockhouse,No bulk collection,
2017-3016,2017 APGA Grant Trips,,Quercus arkansana,25-Oct-17,"Chauncey, Jared",25-G,,Wild,"~7 mature trees from 12' to 20'. Some ccurrent year acorn st, some caps from the previous year.",Seed,Nov-50,500,500,meters,1,13,Maternal Lines,,,"Quercus margaretta, Quercus incana, Opuntia sp., Quercus hemisphaerica",United States,Alabama,Pike,Forever Wild Big Pocosin Tract,Sandy ridge around big Pocosin,31.78948,-85.89287,,167,Meters,GPS,,,"Woodland, forest and other wooded land",,,,Semi shade,,,Sandy ridge around big Pocosin,good acorn set,AL-PIK-2-1
2017-3017,2017 APGA Grant Trips,,Quercus arkansana,25-Oct-17,"Chauncey, Jared",25-H,,Wild,"~7 mature trees from 12' to 20'. Some ccurrent year acorn st, some caps from the previous year.",Seed,Nov-50,500,500,meters,1,3,Maternal Lines,,,"Quercus margaretta, Quercus incana, Opuntia sp., Quercus hemisphaerica",United States,Alabama,Pike,Forever Wild Big Pocosin Tract,Sandy ridge around Big pocosin,31.78972,-85.89306,,167,Meters,GPS,,,,,,,Semi shade,,,,no acorn set,AL-PIK-2-3
2017-3018,2017 APGA Grant Trips,,Quercus arkansana,25-Oct-17,"Chauncey, Jared",25-I,,Wild,"~7 mature trees from 12' to 20'. Some ccurrent year acorn st, some caps from the previous year.",Seed,Nov-50,500,500,meters,1,5,Maternal Lines,,,"Quercus margaretta, Quercus incana, Opuntia sp., Quercus hemisphaerica",United States,Alabama,Pike,Forever Wild Big Pocosin Tract,Sandy ridge around Big pocosin,31.78992,-85.89318,,168,Meters,GPS,,,,,,,Semi shade,,,,no acorn set,AL-PIK-2-6
2017-3019,2017 APGA Grant Trips,,Quercus arkansana,25-Oct-17,"Chauncey, Jared",25-J,,Wild,"~7 mature trees from 12' to 20'. Some ccurrent year acorn st, some caps from the previous year.",Seed,Nov-50,500,500,meters,1,16,Maternal Lines,,,"Quercus margaretta, Quercus incana, Opuntia sp., Quercus hemisphaerica",United States,Alabama,Pike,Forever Wild Big Pocosin Tract,Sandy ridge around Big pocosin,31.78984,-85.8925,,167,Meters,GPS,,,,,,,Semi shade,,,,good acorn set,AL-PIK-2-7
2017-3020,2017 APGA Grant Trips,,Quercus arkansana,25-Oct-17,"Chauncey, Jared",25-K,,Wild,"25' tall, columnar form",Seed,Nov-50,500,500,meters,1,1,Maternal Lines,,1,"Quercus margaretta, Quercus incana, Opuntia sp., Quercus hemisphaerica",United States,Alabama,Pike,Forever Wild Big Pocosin Tract,Sandy ridge around big pocosin,31.79009,-85.89302,,167,Meters,GPS,,,,,,,Semi shade,,,,good acorn set,AL-PIK-2-8
2017-3021,2017 APGA Grant Trips,,Quercus arkansana,27-Oct-17,"Chauncey, Jared",26-A,,Wild,"Tree, height 15', Leaves dark green, pubescent, glossy. Very Pubescent on abaxial, especialy along midvein. Stems winged,bark flaky (hyrbid or introgression possible), Former Georgia state champion tree Quercus arkansana. Tree severely damaged loss of mai",Seed,10-Jan,20,20,meters,1,1,Maternal Lines,,,"Lespedeza sp., Rubus sp., Pityopsis graminifolia, Prunus sp., Vaccinium arboreum, Quercus incana, Quercus marilandica, Pinus palustris, Pinus taeda, Sassafras albidum, Lespedeza bicolor, Smilax sp.",United States,Georgia,Chattahoochee,Fort Benning,,32.39557,-84.7687,,156,Meters,GPS,Federal-DOD,,"Woodland, forest and other wooded land",,,0,Full sun,,,"soil a red loam, sandy with red clay and silt",no acorn set; Former Georgia state champion tree Quercus arkansana. Tree severely damaged loss of main trunk at some point in last 25 years.,GA-CHA-1-1
2017-3022,2017 APGA Grant Trips,,Quercus arkansana,27-Oct-17,"Chauncey, Jared",29-A,,Wild,"Tree 15' tall, 2 trunks, 5"" in diameter. Bark gray mottled, semismooth.",Seed,Nov-50,200,200,meters,1,2,Maternal Lines,,,"Pinus taeda, Carya sp., parthenocissus quinquefolia, Quercus alba., Aesculus parviflora",United States,Georgia,Chattahoochee,Fort Benning,near SE section of Arkansas oak rock hills UEA of Fort Benning,32.31952,-84.65877,,187,Meters,GPS,,,"Woodland, forest and other wooded land",,,90,Semi shade,,,"individual growing from side of bluff. Population in bluff woodland, found both on bluffs and within sandy soil moist soil of ravines associated with aesculus parviflora.",Great acorn set. Population consists of a large number of trees. Some acorn set on multiple specimens.,GA-CHA-2-4
2017-3023,2017 APGA Grant Trips,,Quercus arkansana,27-Oct-17,"Chauncey, Jared",29-B,,Wild,Tree 25' tall,Seed,Nov-50,200,200,meters,1,8,Maternal Lines,,,"Pinus taeda, Carya sp., parthenocissus quinquefolia, Quercus alba., Aesculus parviflora",United States,Georgia,Chattahoochee,Fort Benning,near SE section of Arkansas oak rock hills UEA of Fort Benning,32.32637,-84.67757,,172,Meters,GPS,Federal-DOD,,"Woodland, forest and other wooded land",,,0,Semi shade,,,"Population in bluff woodland, found both on bluffs and within sandy soil moist soil of ravines associated with aesculus parviflora.",Population consists of a large number of trees. Some acorn set on multiple specimens.,GA-CHA-2-5
2017-3024,2017 APGA Grant Trips,,Quercus arkansana,27-Oct-17,"Chauncey, Jared",29-C,,Wild,,Seed,Nov-50,200,200,meters,1,1,Maternal Lines,,,"Pinus taeda, Carya sp., parthenocissus quinquefolia, Quercus alba., Aesculus parviflora",United States,Georgia,Chattahoochee,Fort Benning,near SE section of Arkansas oak rock hills UEA of Fort Benning,32.31939,-84.66016,,171,Meters,GPS,Federal-DOD,,"Woodland, forest and other wooded land",,,0,Semi shade,,,"Population in bluff woodland, found both on bluffs and within sandy soil moist soil of ravines associated with Aesculus parviflora.",Population consists of a large number of trees. Some acorn set on multiple specimens.,GA-CHA-2-8
2017-3025,2017 APGA Grant Trips,,Quercus arkansana,27-Oct-17,"Chauncey, Jared",30-D,,Wild,"tree, single trunk, 20' tall",Seed,10-Jan,500,500,meters,1,8,Maternal Lines,,,"Clematis sp. (viorna group), Tephrosia sp., Smilax sp., Iris verna, Sassafras albidum, Quercus margaretta, Hammamelis virginiana, Carya sp., Vitis sp., Oxydendron arborea, Nyssa sylvatica, Quercus falcata, Pteridium sp., Vaccinium sp.",United States,Georgia,Chattahoochee,Fort Benning,near SE section of Arkansas oak rock hills UEA of Fort Benning,32.32639,-84.67754,,171,Meters,,Federal-DOD,,"Woodland, forest and other wooded land",,,30,Semi shade,,,sand and red clay and silt loam,good acorn set,GA-CHA-3-1
2017-3026,2017 APGA Grant Trips,,Quercus arkansana,27-Oct-17,"Chauncey, Jared",30-E,,Wild,tree,Seed,10-Jan,500,500,meters,1,9,Maternal Lines,,,"Clematis sp. (viorna group), Tephrosia sp., Smilax sp., Iris verna, Sassafras albidum, Quercus margaretta, Hammamelis virginiana, Carya sp., Vitis sp., Oxydendron arborea, Nyssa sylvatica, Quercus falcata, Pteridium sp., Vaccinium sp.",United States,Georgia,Chattahoochee,Fort Benning,near SE section of Arkansas oak rock hills UEA of Fort Benning,32.32536,-84.67753,,158,Meters,GPS,Federal-DOD,,"Woodland, forest and other wooded land",,,30,Semi shade,,,sand and red clay and silt loam,some acorn set,GA-CHA-3-4
